id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
15763	genus	Terriglobus	6	1	2			1.17	0.37	[1, 1, 1, 2, 2, 2, 2, 1, 1]
15764	genus	Caldivirga	1	1	1			1.00	0.00	[1]
15765	genus	Neorhizobium	2	3	4			3.50	0.50	[3, 3, 4]
15766	genus	Methylovulum	1	1	1			1.00	0.00	[1]
15767	genus	Acaryochloris	1	2	2			2.00	0.00	[2]
15768	genus	Persicobacter	1	3	3			3.00	0.00	[3]
15769	genus	Leptotrichia	4	4	5			4.75	0.43	[4, 5, 5, 5]
15770	genus	Jonesia	1	5	5			5.00	0.00	[5, 5, 5]
15771	genus	Candidatus Fokinia	1	1	1			1.00	0.00	[1]
15772	genus	Sinomonas	1	4	4			4.00	0.00	[4]
15773	genus	Microvirga	2	3	4			3.50	0.50	[4, 3]
15774	genus	Sporosarcina	5	7	10			8.60	0.80	[8, 9, 7, 8, 8, 9, 10, 8]
15775	genus	Halotalea	1	6	6			6.00	0.00	[6]
15776	genus	Yersinia	13	6	9			6.99	0.13	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 6, 6, 6, 7, 6, 6, 7, 7, 6, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 9, 9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15777	genus	Flagellimonas	1	2	2			2.00	0.00	[2]
15778	genus	Candidatus Desulforudis	1	2	2			2.00	0.00	[2]
15779	genus	Sulfurifustis	1	1	1			1.00	0.00	[1]
15780	genus	Halobiforma	1	3	3			3.00	0.00	[3]
15781	genus	Halostagnicola	1	2	2			2.00	0.00	[2]
15782	genus	Yangia	2	5	5			5.00	0.00	[5, 5]
15783	genus	Fischerella	1	4	4			4.00	0.00	[4]
15784	genus	Vulgatibacter	1	3	3			3.00	0.00	[3]
15785	genus	Granulibacter	1	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15786	genus	Acidaminococcus	2	3	6			4.50	1.50	[6, 3]
15787	genus	Paludibacter	1	3	3			3.00	0.00	[3]
15788	genus	Salinispora	2	3	3			3.00	0.00	[3, 3]
15789	genus	Alkalitalea	1	4	4			4.00	0.00	[4]
15790	genus	Exiguobacterium	6	9	10			9.17	0.37	[9, 9, 9, 10, 9, 9]
15791	genus	Jannaschia	1	1	1			1.00	0.00	[1]
15792	genus	Candidatus Cardinium	3	1	1			1.00	0.00	[1, 1, 1]
15793	genus	Kineococcus	1	4	4			4.00	0.00	[4]
15794	genus	Odoribacter	1	4	4			4.00	0.00	[4, 4]
15795	genus	Sedimenticola	1	2	2			2.00	0.00	[2]
15796	genus	Pelobacter	4	2	4			3.25	0.83	[4, 3, 2, 4]
15797	genus	Mycolicibacterium	13	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
15798	genus	Prosthecochloris	4	1	2			1.75	0.43	[2, 2, 2, 1]
15799	genus	Sinorhizobium	6	2	3			2.99	0.01	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15800	genus	Microcella	1	1	1			1.00	0.00	[1]
15801	genus	Lacunisphaera	1	1	1			1.00	0.00	[1]
15802	genus	Sanguibacter	1	4	4			4.00	0.00	[4]
15803	genus	Verrucosispora	1	3	3			3.00	0.00	[3]
15804	genus	Allofrancisella	1	3	3			3.00	0.00	[3]
15805	genus	Alicycliphilus	1	3	3			3.00	0.00	[3, 3]
15806	genus	Simonsiella	1	5	5			5.00	0.00	[5]
15807	genus	Stackebrandtia	1	2	2			2.00	0.00	[2]
15808	genus	Geoglobus	2	1	1			1.00	0.00	[1, 1]
15809	genus	Mucilaginibacter	3	2	3			2.67	0.47	[3, 3, 2]
15810	genus	Coriobacterium	1	2	2			2.00	0.00	[2]
15811	genus	Maritalea	1	2	2			2.00	0.00	[2]
15812	genus	Colwellia	6	6	9			7.00	1.41	[6, 9, 6, 6, 9, 6]
15813	genus	Pseudorhodoplanes	1	1	1			1.00	0.00	[1]
15814	genus	Carboxydocella	1	5	5			5.00	0.00	[5, 5]
15815	genus	Candidatus Planktophila	6	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
15816	genus	Turneriella	1	2	2			2.00	0.00	[2]
15817	genus	Thermacetogenium	1	3	3			3.00	0.00	[3]
15818	genus	Thiobacillus	1	2	2			2.00	0.00	[2]
15819	genus	Erythrobacter	8	1	2			1.25	0.43	[1, 1, 2, 1, 1, 2, 1, 1, 1]
15820	genus	Oleispira	1	5	5			5.00	0.00	[5]
15821	genus	Marinilactibacillus	1	4	4			4.00	0.00	[4]
15822	genus	Candidatus Koribacter	1	1	1			1.00	0.00	[1]
15823	genus	Hyperthermus	1	1	1			1.00	0.00	[1]
15824	genus	Fervidobacterium	3	2	2			2.00	0.00	[2, 2, 2, 2]
15825	genus	Isosphaera	1	3	3			3.00	0.00	[3]
15826	genus	Fimbriimonas	1	2	2			2.00	0.00	[2]
15827	genus	Starkeya	1	1	1			1.00	0.00	[1]
15828	genus	Truepera	1	2	2			2.00	0.00	[2]
15829	genus	Cycloclasticus	3	1	2			1.33	0.47	[1, 1, 2]
15830	genus	Desulfurispirillum	1	3	3			3.00	0.00	[3]
15831	genus	Rathayibacter	2	2	2			2.00	0.00	[2, 2, 2]
15832	genus	Parageobacillus	1	10	10			10.00	0.00	[10, 10, 10, 10]
15833	genus	Malacobacter	2	6	6			6.00	0.00	[6, 6]
15834	genus	Microbacterium	14	1	3			2.00	0.38	[2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2]
15835	genus	Pectobacterium	5	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15836	genus	Cellulosilyticum	1	11	11			11.00	0.00	[11]
15837	genus	Methylophilus	1	2	2			2.00	0.00	[2]
15838	genus	Aromatoleum	1	4	4			4.00	0.00	[4]
15839	genus	Pseudoxanthomonas	2	1	2			1.25	0.25	[1, 2, 1]
15840	genus	Sphingopyxis	9	1	2			1.11	0.31	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
15841	genus	Anderseniella	1	1	1			1.00	0.00	[1]
15842	genus	Fictibacillus	2	7	7			7.00	0.00	[7, 7]
15843	genus	Negativicoccus	1	4	4			4.00	0.00	[4]
15844	genus	Moorea	1	2	2			2.00	0.00	[2]
15845	genus	Carnobacterium	4	6	8			7.50	0.87	[8, 8, 8, 6]
15846	genus	Phaeobacter	5	4	4			4.00	0.00	[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]
15847	genus	Candidatus Izimaplasma	1	1	1			1.00	0.00	[1]
15848	genus	Variovorax	4	2	3			2.25	0.43	[2, 2, 2, 2, 2, 3]
15849	genus	Endomicrobium	2	1	1			1.00	0.00	[1, 1]
15850	genus	Brevefilum	1	1	1			1.00	0.00	[1]
15851	genus	Magnetococcus	1	3	3			3.00	0.00	[3]
15852	genus	Magnetospirillum	4	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
15853	genus	Scardovia	1	2	2			2.00	0.00	[2]
15854	genus	Dactylococcopsis	1	3	3			3.00	0.00	[3]
15855	genus	Bosea	4	1	2			1.75	0.43	[2, 2, 2, 1]
15856	genus	Caldanaerobacter	1	4	4			4.00	0.00	[4]
15857	genus	Candidatus Cloacimonas	1	2	2			2.00	0.00	[2]
15858	genus	Halobacteroides	1	5	5			5.00	0.00	[5]
15859	genus	Aliivibrio	3	7	12			10.33	2.36	[12, 12, 7]
15860	genus	Listeria	6	1	6			5.94	0.14	[6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
15861	genus	Methanococcus	4	2	4			2.71	0.82	[4, 2, 2, 3, 3, 3, 3, 2, 3]
15862	genus	Desulfocapsa	1	3	3			3.00	0.00	[3]
15863	genus	Desulfomicrobium	2	2	2			2.00	0.00	[2, 2]
15864	genus	Candidatus Hoaglandella	1	1	1			1.00	0.00	[1]
15865	genus	Candidatus Kuenenia	1	1	1			1.00	0.00	[1]
15866	genus	Salinispira	1	2	2			2.00	0.00	[2]
15867	genus	Methanobrevibacter	6	2	3			2.17	0.37	[3, 2, 2, 2, 2, 2, 2]
15868	genus	Hymenobacter	8	2	4			2.88	0.60	[4, 2, 3, 3, 3, 3, 2, 3]
15869	genus	Polaromonas	2	1	2			1.50	0.50	[1, 2]
15870	genus	Halopenitus	1	2	2			2.00	0.00	[2]
15871	genus	Thermodesulfovibrio	1	1	1			1.00	0.00	[1]
15872	genus	Methanohalobium	1	2	2			2.00	0.00	[2]
15873	genus	Sulfurospirillum	8	2	4			2.75	0.66	[2, 3, 3, 2, 3, 4, 2, 3]
15874	genus	Roseburia	1	4	4			4.00	0.00	[4]
15875	genus	Wolinella	1	3	3			3.00	0.00	[3]
15876	genus	Nitrososphaera	1	1	1			1.00	0.00	[1]
15877	genus	Salinibacter	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
15878	genus	Spongiibacter	1	2	2			2.00	0.00	[2]
15879	genus	Halomicrobium	1	3	3			3.00	0.00	[3]
15880	genus	Anaplasma	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1]
15881	genus	Candidatus Nucleicultrix	1	2	2			2.00	0.00	[2]
15882	genus	Thioclava	1	3	3			3.00	0.00	[3]
15883	genus	Thermanaerovibrio	1	3	3			3.00	0.00	[3]
15884	genus	Salinigranum	1	2	2			2.00	0.00	[2]
15885	genus	Moritella	2	11	16			13.50	2.50	[11, 16]
15886	genus	Cyanospira	2	4	4			4.00	0.00	[4, 4]
15887	genus	Myroides	4	5	9			7.75	1.64	[9, 5, 9, 8]
15888	genus	Desulfococcus	2	1	3			2.00	1.00	[1, 3, 3]
15889	genus	Carboxydothermus	1	4	4			4.00	0.00	[4]
15890	genus	Chthoniobacter	1	1	1			1.00	0.00	[1]
15891	genus	Gardnerella	1	2	2			2.00	0.00	[2, 2, 2, 2, 2]
15892	genus	Ketobacter	1	3	3			3.00	0.00	[3]
15893	genus	Nocardia	7	3	4			3.14	0.35	[3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3]
15894	genus	Brevibacterium	1	4	4			4.00	0.00	[4, 4]
15895	genus	Mannheimia	3	6	6			6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
15896	genus	Geobacter	10	2	4			2.70	0.90	[4, 2, 2, 2, 4, 2, 2, 3, 4, 2, 2]
15897	genus	Herbaspirillum	5	2	3			2.80	0.40	[3, 3, 2, 3, 3, 3, 3]
15898	genus	Kosmotoga	2	2	2			2.00	0.00	[2, 2]
15899	genus	Methanospirillum	1	4	4			4.00	0.00	[4]
15900	genus	Methylomicrobium	1	3	3			3.00	0.00	[3]
15901	genus	Weissella	5	5	11			7.23	1.50	[8, 6, 6, 6, 8, 5, 5, 8, 9, 11, 9, 9, 9, 9]
15902	genus	Rhodanobacter	1	2	2			2.00	0.00	[2]
15903	genus	Methanothrix	2	1	2			1.50	0.50	[1, 2]
15904	genus	Pusillimonas	1	2	2			2.00	0.00	[2]
15905	genus	Planctopirus	1	2	2			2.00	0.00	[2]
15906	genus	Nakamurella	1	2	2			2.00	0.00	[2]
15907	genus	Methylocella	1	2	2			2.00	0.00	[2]
15908	genus	Desulfatibacillum	1	2	2			2.00	0.00	[2]
15909	genus	Sulfurihydrogenibium	2	2	3			2.50	0.50	[2, 3]
15910	genus	Methanosphaerula	1	3	3			3.00	0.00	[3]
15911	genus	Siansivirga	1	3	3			3.00	0.00	[3]
15912	genus	Halobacteriovorax	1	2	2			2.00	0.00	[2, 2]
15913	genus	Mobiluncus	1	2	2			2.00	0.00	[2]
15914	genus	Confluentimicrobium	1	2	2			2.00	0.00	[2]
15915	genus	Pirellula	2	1	1			1.00	0.00	[1, 1]
15916	genus	Phyllobacterium	1	3	3			3.00	0.00	[3]
15917	genus	Pyrobaculum	1	1	1			1.00	0.00	[1]
15918	genus	Limnochorda	1	2	2			2.00	0.00	[2]
15919	genus	Ferroglobus	1	1	1			1.00	0.00	[1]
15920	genus	Kozakia	1	5	5			5.00	0.00	[5, 5]
15921	genus	Cronobacter	7	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
15922	genus	Halomicronema	1	2	2			2.00	0.00	[2]
15923	genus	Kiritimatiella	1	1	1			1.00	0.00	[1]
15924	genus	Rubinisphaera	1	2	2			2.00	0.00	[2]
15925	genus	Pelagibacterium	1	2	2			2.00	0.00	[2]
15926	genus	Roseobacter	2	1	1			1.00	0.00	[1, 1, 1]
15927	genus	Hippea	1	2	2			2.00	0.00	[2]
15928	genus	Sulfuritalea	1	2	2			2.00	0.00	[2]
15929	genus	Dehalobacterium	1	5	5			5.00	0.00	[5]
15930	genus	Mitsuaria	1	2	2			2.00	0.00	[2]
15931	genus	Megamonas	1	5	5			5.00	0.00	[5]
15932	genus	Pseudoclostridium	1	4	4			4.00	0.00	[4]
15933	genus	Archaeoglobus	4	1	1			1.00	0.00	[1, 1, 1, 1, 1]
15934	genus	Mycetocola	1	3	3			3.00	0.00	[3]
15935	genus	Alkalilimnicola	1	2	2			2.00	0.00	[2]
15936	genus	Candidatus Gullanella	1	1	1			1.00	0.00	[1]
15937	genus	Basfia	1	6	6			6.00	0.00	[6]
15938	genus	Aminobacter	2	2	3			2.50	0.50	[2, 2, 3]
15939	genus	Gallionella	1	3	3			3.00	0.00	[3]
15940	genus	Rummeliibacillus	1	12	12			12.00	0.00	[12]
15941	genus	Haliangium	1	2	2			2.00	0.00	[2]
15942	genus	Bacterioplanes	1	4	4			4.00	0.00	[4]
15943	genus	Photorhabdus	4	7	7			7.00	0.00	[7, 7, 7, 7, 7, 7]
15944	genus	Curtobacterium	3	3	4			3.33	0.47	[4, 3, 3]
15945	genus	Geitlerinema	1	3	3			3.00	0.00	[3]
15946	genus	Candidatus Nitrosocosmicus	1	2	2			2.00	0.00	[2]
15947	genus	Actinoalloteichus	5	3	3			3.00	0.00	[3, 3, 3, 3, 3]
15948	genus	Salegentibacter	1	3	3			3.00	0.00	[3]
15949	genus	Photobacterium	3	9	21			13.67	3.40	[15, 15, 21, 15, 9]
15950	genus	Anoxybacillus	5	7	9			8.33	0.76	[8, 9, 7, 9, 8, 9, 9]
15951	genus	Rhodospirillum	2	4	4			4.00	0.00	[4, 4, 4]
15952	genus	Candidatus Nanopelagicus	3	1	1			1.00	0.00	[1, 1, 1]
15953	genus	Verminephrobacter	1	3	3			3.00	0.00	[3]
15954	genus	Bradyrhizobium	16	1	2			1.29	0.44	[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]
15955	genus	Halorubrum	2	2	3			2.50	0.50	[2, 3]
15956	genus	Halothiobacillus	2	2	2			2.00	0.00	[2, 2]
15957	genus	Liberibacter	5	3	3			3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
15958	genus	Riemerella	1	2	3			2.90	0.00	[3, 3, 3, 3, 3, 3, 3, 2, 3, 3]
15959	genus	Tessaracoccus	5	1	2			1.60	0.49	[1, 1, 2, 2, 2]
15960	genus	Micromonospora	3	3	3			3.00	0.00	[3, 3, 3, 3]
15961	genus	Halothermothrix	1	4	4			4.00	0.00	[4]
15962	genus	Marinobacter	9	1	3			2.67	0.67	[3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3]
15963	genus	Geobacillus	14	8	11			9.38	0.79	[10, 10, 8, 11, 9, 10, 10, 10, 10, 8, 8, 9, 8, 10, 10, 10, 10, 10, 10, 9]
15964	genus	Thiodictyon	1	2	2			2.00	0.00	[2]
15965	genus	Alicyclobacillus	1	6	6			6.00	0.00	[6, 6]
15966	genus	Anaerococcus	2	3	4			3.50	0.50	[3, 4]
15967	genus	Segniliparus	1	1	1			1.00	0.00	[1]
15968	genus	Methylophaga	2	3	3			3.00	0.00	[3, 3]
15969	genus	Frondihabitans	1	2	2			2.00	0.00	[2]
15970	genus	Diaphorobacter	1	3	3			3.00	0.00	[3]
15971	genus	Chelativorans	1	2	2			2.00	0.00	[2]
15972	genus	Sulfuricaulis	1	1	1			1.00	0.00	[1]
15973	genus	Maribacter	4	2	3			2.25	0.43	[2, 3, 2, 2]
15974	genus	Moorella	1	1	2			1.20	0.00	[1, 1, 1, 2, 1]
15975	genus	Vibrio	35	6	15			10.28	1.85	[11, 11, 12, 11, 8, 10, 10, 12, 12, 14, 11, 13, 9, 12, 12, 12, 12, 13, 9, 12, 12, 11, 11, 13, 9, 11, 12, 12, 8, 12, 12, 12, 10, 10, 12, 10, 7, 11, 7, 7, 8, 10, 7, 9, 10, 10, 9, 9, 8, 10, 9, 11, 10, 11, 12, 12, 12, 12, 12, 12, 8, 10, 13, 11, 12, 12, 12, 12, 6, 7, 8, 8, 7, 8, 7, 7, 8, 9, 10, 7, 8, 10, 7, 8, 7, 10, 8, 9, 11, 8, 9, 10, 9, 8, 9, 10, 10, 9, 9, 8, 9, 7, 9, 10, 10, 9, 10, 9, 9, 9, 12, 8, 12, 9, 9, 9, 8, 10, 11, 11, 11, 11, 11, 9, 11, 12, 11, 11, 11, 12, 11, 12, 11, 11, 8, 9, 10, 9, 12, 6, 11, 11, 12, 11, 10, 10, 13, 9, 15, 8, 11, 11, 9, 12, 14, 12, 12, 12, 12, 12, 12, 13, 12, 12]
15976	genus	Octadecabacter	3	1	2			1.67	0.47	[1, 2, 2]
15977	genus	Muricauda	2	2	2			2.00	0.00	[2, 2]
15978	genus	Saccharomonospora	1	3	3			3.00	0.00	[3]
15979	genus	Chlamydia	13	1	3			1.23	0.43	[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1]
15980	genus	Haloarcula	5	2	4			2.90	0.66	[3, 3, 4, 2, 3, 3, 2]
15981	genus	Pseudohongiella	1	2	2			2.00	0.00	[2]
15982	genus	Acidisphaera	1	1	1			1.00	0.00	[1]
15983	genus	Meiothermus	2	2	2			2.00	0.00	[2, 2]
15984	genus	Candidatus Nitrosoglobus	1	2	2			2.00	0.00	[2]
15985	genus	Ruegeria	4	3	6			4.25	1.30	[3, 5, 3, 6]
15986	genus	Azorhizobium	1	3	3			3.00	0.00	[3]
15987	genus	Alcanivorax	5	2	3			2.40	0.49	[2, 2, 2, 3, 3]
15988	genus	Candidatus Xiphinematobacter	1	1	1			1.00	0.00	[1]
15989	genus	Cyanothece	6	2	3			2.33	0.47	[2, 2, 3, 3, 2, 2]
15990	genus	Acidothermus	1	1	1			1.00	0.00	[1]
15991	genus	Sulfitobacter	6	1	3			1.67	0.75	[3, 1, 2, 1, 2, 1]
15992	genus	Obesumbacterium	1	8	8			8.00	0.00	[8]
15993	genus	Celeribacter	4	2	3			2.25	0.43	[2, 2, 3, 2]
15994	genus	Anabaenopsis	4	4	4			4.00	0.00	[4, 4, 4, 4]
15995	genus	Pontimonas	1	1	1			1.00	0.00	[1]
15996	genus	Yoonia	1	2	2			2.00	0.00	[2]
15997	genus	Dehalogenimonas	2	1	1			1.00	0.00	[1, 1]
15998	genus	Shimwellia	1	8	8			8.00	0.00	[8]
15999	genus	Maritimibacter	1	1	1			1.00	0.00	[1]
16000	genus	Vitreoscilla	2	2	7			4.50	2.50	[7, 2]
16001	genus	Psychrobacter	11	3	6			4.41	0.76	[4, 4, 4, 4, 3, 5, 6, 4, 5, 5, 4, 5]
16002	genus	Janthinobacterium	6	1	10			6.17	3.39	[8, 10, 1, 2, 8, 8]
16003	genus	Collinsella	1	5	5			5.00	0.00	[5]
16004	genus	Thermincola	1	3	3			3.00	0.00	[3]
16005	genus	Polaribacter	5	2	6			4.00	1.67	[3, 3, 6, 6, 2]
16006	genus	Geminocystis	2	3	3			3.00	0.00	[3, 3]
16007	genus	Micrococcus	1	2	2			2.00	0.00	[2, 2, 2]
16008	genus	Chania	1	7	7			7.00	0.00	[7]
16009	genus	Phycisphaera	1	1	1			1.00	0.00	[1]
16010	genus	Cuniculiplasma	1	1	1			1.00	0.00	[1, 1]
16011	genus	Cupriavidus	9	4	7			5.78	1.23	[7, 7, 5, 4, 4, 7, 4, 7, 5, 5, 6]
16012	genus	Lysobacter	6	2	3			2.08	0.19	[2, 2, 2, 2, 2, 2, 3, 2]
16013	genus	Leuconostoc	9	3	4			3.94	0.16	[4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4]
16014	genus	Candidatus Nitrosotenuis	2	1	1			1.00	0.00	[1, 1]
16015	genus	Borrelia	9	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
16016	genus	Dechloromonas	2	3	4			3.50	0.50	[3, 4]
16017	genus	Vagococcus	2	5	6			5.50	0.50	[6, 5]
16018	genus	Francisella	15	1	3			2.94	0.15	[3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3]
16019	genus	Vulcanisaeta	2	1	1			1.00	0.00	[1, 1]
16020	genus	Mucinivorans	1	2	2			2.00	0.00	[2]
16021	genus	Arcticibacterium	1	2	2			2.00	0.00	[2]
16022	genus	Burkholderia	50	2	7			5.32	0.92	[6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 6, 6, 6, 2, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 4, 4, 6, 6, 4, 5, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 6, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 5, 5, 5, 5, 4, 4, 6]
16023	genus	Hafnia	2	7	8			7.88	0.12	[8, 8, 8, 7, 8]
16024	genus	Rhizorhabdus	1	2	2			2.00	0.00	[2]
16025	genus	Ornithinimicrobium	1	2	2			2.00	0.00	[2]
16026	genus	Rahnella	2	7	7			7.00	0.00	[7, 7]
16027	genus	Altererythrobacter	7	1	2			1.14	0.35	[1, 1, 1, 1, 1, 2, 1]
16028	genus	Rothia	3	3	3			3.00	0.00	[3, 3, 3, 3, 3]
16029	genus	Ectothiorhodospira	1	2	2			2.00	0.00	[2]
16030	genus	Lentibacillus	1	6	6			6.00	0.00	[6]
16031	genus	Syntrophothermus	1	2	2			2.00	0.00	[2]
16032	genus	Capnocytophaga	14	3	4			3.57	0.49	[3, 4, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 3, 3, 3, 4]
16033	genus	Pararhodospirillum	1	1	1			1.00	0.00	[1]
16034	genus	Desulfitobacterium	4	5	8			6.38	0.96	[8, 6, 5, 6, 6]
16035	genus	Lysinibacillus	6	2	14			10.23	3.91	[10, 14, 12, 12, 12, 9, 12, 2, 11, 13]
16036	genus	Fibrella	1	3	3			3.00	0.00	[3]
16037	genus	Bifidobacterium	18	2	6			3.64	1.02	[4, 5, 4, 4, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 5, 5, 3, 4, 4, 4, 3, 3, 4, 4, 3, 4, 3, 5, 4, 4, 3, 3, 3, 2, 4, 3, 4, 2, 4, 4, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 5, 5, 4, 4, 4, 4, 4, 6, 4, 3, 4, 4, 4, 2, 2, 5, 4, 4, 2, 4]
16038	genus	Ilyobacter	1	8	8			8.00	0.00	[8]
